,0,1,2,3,4
0,0.6528135358475513,-0.7954106946300972,0.939937533143877,-1.4169722579199289,2.8844592791613826
1,-3.3138701595166364,2.3004804998844857,-1.2627424535346434,2.128254755415782,1.748513213032986
2,3.6093523626095987,-3.4170291369639436,0.5296758264127988,-8.943354688835907,1.5429944710531953
3,0.9775589601182528,-4.377676434437073,-1.2502277120776173,-1.0552787808041952,-0.0718931851720328
4,0.5956185387469239,6.729868692778103,0.48714951797335865,4.53438880844616,3.9225604622247645
5,1.212974615623993,1.266142206540394,0.29271453380154244,9.853852987767024,1.3455880474456463
6,-2.398926958236571,-5.787197217605399,-1.20480554419638,-16.211546626298876,-1.8771390321115895
7,-3.128738198111827,-4.280238768477193,-0.3489127119814463,-2.2707089911982905,1.026388911761611
8,2.200677361300047,-0.22245415179824382,0.8619876650275687,10.275667793116074,1.8666338516676484
9,-2.6543150025804882,-2.3553751965390544,-0.5102551945841639,-4.937003641859123,-0.9446353916476333
10,4.562690336367378,-12.370137552253528,-0.62967487121613,3.9893667245847784,-3.323018728391869
11,1.2158572672952677,7.299217497729364,1.9322262250752598,7.785288279158418,5.38859603259709
12,2.4513012213168253,-14.160410433375889,-1.0978050382007882,2.3139337273029734,-4.463514427031828
13,1.37032338194034,-8.47612535668353,-0.41679976474413694,-7.519416008437207,-2.760785968318719
14,2.598587914781834,-2.2046517989960837,0.26810893482407205,-3.3057878580653663,0.23892557705928835
15,0.46377821453528806,-1.097211267414862,0.5851976363505793,-2.6904678926876286,1.3432468688127401
16,0.5738054732399026,0.5502331347262597,0.43323007272891706,1.1831583424378251,1.478419203809538
17,-1.1694671168420065,-12.394428201275044,-0.25342988851383286,-3.8966852269182204,-3.004215586659053
18,-2.515894366918543,-0.17409588210933385,-0.41887707726599416,-8.901258367527667,2.42911498486179
19,0.30382806413802793,,998.3297538,-7.691761311631529,3.6549760253970334
20,-0.17421266778435854,1.4773101437274316,0.5056705655790428,4.1450325690363155,1.7869002127624205
21,,2.2166691979029762,0.42296372907062846,-3.928528522163889,1.576041596184474
22,1.1285374351378936,-2.5405610674151182,-0.7341630420688631,-9.188483824515592,-0.5354827206224384
23,-1.6600873336970923,-0.18325282328098738,-1.0597252418740817,-0.5278816504772281,-0.18638418368238913
24,-1.1829410674915917,-0.8272079238623985,-1.6965575589898936,-11.101034886697239,1.2209597194367756
25,0.11556185856103976,-0.2845401281252899,-0.889366589386922,-7.577496087463035,0.10397680447228311
26,0.9973248219763449,-2.0853294672847724,-0.08362347758702654,1.631378487998489,-1.0477821014912532
27,1.7605687205696503,7.206586300488112,1.1201081323356061,-6.2409086760067245,3.4685546176054958
28,-1.3866047896936162,2.8537029871573205,0.2317898077583163,-6.515536106840013,0.8952787418712407
